text,encoded
Best price. Good communication throughout. Very pleased.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Delivery was only partial so couldnt do complete installation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"No issues at all, easy to use, competitive prices, good network of garages.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"[REDACTED].Your appointment system is not fit for purpose!I booked Wed AM but you offered Thurs PM as the earliest appointment. You also stated that I should arrive early as the garage operates a first come first served. WRONG! They operate an appointment system. Mine was for 15.30hrs which you were informed of but failed to pass on. A reoccurring problem I am led to believe. The garage were excellent and revised their schedule to fit me in earlier. Still a 3hr wait.Your quotes for tracking and alignment were totally inaccurate.The only positive to come out of this debacle, on the day your tyre price was the cheapest I could find.","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
Confident of getting good price. Confident of getting good orice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very professional,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mitchelin primacy for the price of budget tyres. Can’t be bad,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
price and easy access to the tyre depot.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent price & fitting service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Everything went smoothly. Tyres were at fitting centre and fitted with no problems. Excellent value for money,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great service will used again. Great service, a good price, easy to order and the fitter had the tyres ready. No issues. We've used [REDACTED] before.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"easy to use, not messing around with garages, you can pick your slot","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Best price and choice of fitting centre,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very easy to use, with good prices for tyres. Overall great experience.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"great service and price, easy and strait forward .. will be using again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"5 star. Really quick quote, best value and fast delivery to local fitter.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
Excellent price and service from allocated dealer.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Brilliant service, no hidden charges. Everything so easy from ordering online to getting the tyres fitted.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A great company to deal with. A good choice of premium and budget tyres, well priced and easy to order and arrange fitting.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"The quality of the tyres are fantastic and the price is fantastic,the garage that fitted my tyres were very polite and professional","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The website is great as you can choose exactly the tyres you want without having to make do with what your local fitter has on the shelf.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Good web site. Good service. Tyres fitted quickly.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Great price and fitted hassle free!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"easy to use, convenient times at the garage and excellent pricing!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Efficient and excellent customer service,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Best online price and convenient fitting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Efficient, cost effective service","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Competitive price with the tyres being fitted at a local tyre garage.No hassle Appointment time convenient, 4 tyres fitted and balances in 60 min","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Good experience and a first class fitting service by Tyre & Exhausts in Lincoln, definitely use both again shortly","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
red dot not opposite valve. Great price and service although fitter didn’t put the red dot opposite the valve so more balance weights were required,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Reasonable priced and always good service from my local fitters.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
1st time using [REDACTED] found it price competitive and really quick and efficient service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Best price and great service. Best price for tyres on the net. Great service from garage that fitted them(Lewis Motors).Friendly professional and easy to get to. Bus stop and pub opposite!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good tyres, good price, lovely garage that fitted them. Would happily recommend!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
[REDACTED] was recommended by a friend. Would definitely use [REDACTED] again as it was so easy to order my tyres on line delivered to my local garage then fitted without extra charge.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Easily understood process and excellent fitment,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Quick, easy, good prices what’s not to like.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
A really convenient way to shop for tyres at a very reasonable price and typically fitted at a shop close by. No hassle!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Great services, good prices. quick and easy to order on line and the tyres were delivered to my chosen fitting station on time. Thank You [REDACTED].","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
easy and excellent value,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Busy garage. Very busy garage make a appointment very pleased with the work that was done,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The only way to get a great tyre service. Great price and great speedy service at a good tyre fitters.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Ease of ordering, good price, easy to get to fitting location of my choice. Hassle free. Thanks.👍🏻","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"very happy. found a set I needed quickly online, booked a fitting when it suited me, had to change that time and did so with ease, the garage fitted tyres swiftly and on time, and I saved a few quid.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy and quick booking and great price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Tyres arrived at my nominated Garage in time for my Car's MOT. Prompt service and reasonably priced. Would use again.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Unbeatable prices, unable to find a better deal elsewhere.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Replaced worn tyres without any problems.The recommended garage were great.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Amazinglŷ fast, efficient and reasonably priced service. Will certainly use [REDACTED] in future. L. Croll, Alloa, Scotland.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Special offer on the tyre I needed. Easy online exp. quick appt next day at my local fitter and will use again.,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Brilliant service ordered no problems garage of mmy choice time of appointment of my convenience and had the tyres fitted balanced and away in no time at all no problems from start to finish really appreciate the service and would recommend to anyone thank you,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good price , good service","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very easy website to use. Selecting the correct tyres at a fair price and arranging the fitting at a convenient day and time, a very simple operation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to use and couldn't fault the service provided by the garage that fitted the tyres!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The booking was good and the service was quick and efficient.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Garage was excellent, smooth service. Thank you","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tyres are cheaper than anywhere else and you can choose were to have them fitted,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Fitting centre behind time and not ready for my appointment,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Superb and polite service from the garage. Reasonable price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great company, everything was very easy and straightforward. I will be using again as the prices for tyres was cheaper then my local garages","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"This was the first time I used [REDACTED], they have a large selection of different manufactured tyres to choose from all at competitive prices which includes fitting. Their business is well organised and keep in contact with you by text messages and email during the purchase and fitting of the tyres. They also have a number of selected partners in all areas of the country, the one I choose was first class very professional once the car was booked in everything was taken care of.Will use [REDACTED] again and would highly recommend them which I have done already.This is an excellent one stop shop no more phoning or driving around for prices.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Unbeatable for Tyres. I always buy my tyres from [REDACTED] because they cannot be beaten on price and they have a wide range of products. Their customer service is always excellent and it’s so easy to book in your local garage.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Easy and simple. Easy to shop online. Arrived on time at the garage. The garage dealt with me straight away, no waiting. Good experience. Thank you.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Good price, quick delivery, right product","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Nice and easy to use website with plenty of choice and options. Prices are also competitive and lots of local garages on the list for fitting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Convenient efficient time saving. Great value, convenient, fast, reliable service and the staff were really friendly and helpful. Have recommended it to several people. Great!This was at the Tesco Silverburn [REDACTED].","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Your partner ""Formula One"" who fitted my tyres scratched my rim, didn't fill the air upto to the standard and took more time to replace the tyres.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Excellent service. Value for money. To top it all, Total Tyre Company, Woodley installers were very good and fast at their job. Very professional.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Always use [REDACTED] for my tyres. Excellent prices and service , fitted locally by my local garage. With a great choice of tyre makes for all budgets. My local tyre centres can’t beat their prices.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Quick to get fitted and saved money even tho same garage fitted them,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"Fantastic price, choose a local tyre fitter who were very good. I would definitely recommend","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"I have always used [REDACTED], their prices, delivery and choice of tyres are first class.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It was so easy to pick my tyres, pick a fitting location and book the appointment. The garage in Broadbridge Heath are also very efficient and I didn't have to wait long for my tyres to be fitted.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy, efficient booking system. Recommended garage was indeed of very good quality and good customer service. Overall we were very happy.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good price.All arrangements were spot onVery good service at garage Good experience, will use this again","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Brilliant no hassle and no hidden extras!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Replaced tyres at the recommended garage. Document (tyre check sheet?) said all tyre pressure were 2.3 bar however, 1 tyre pressure was so low when I picked up the car. I went to another garage to fill air. Do not believe what those documents says!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Very good value and quality. Great options for fitting and. Good customer service. All round very good- I’ll use this service every time.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]"
"Great tyres, great service.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Extremely simple and a good price,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Nice and easy and good pricr,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"I took my car in for 2 new tyres. I turned up at nearly lunchtime, they were really busy. I gave them my keys, they said it'd be awhile as it#s first come, first serve and would most likely be about 2-3 hours. I went away and the car was ready in half the time. Really pleased with the work they did!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Really simple and efficient . Really simple way to choose your tyres and buy your tyres with multiple options for fitting (or not) at times to suit. Never again turning up hoping they have the right tyres and the time!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mistake with the delivery of the tyres meant I could not get them fitted on the day I turned up to the fitters, effectively costing me two days. According to the fitter it's not the first time they've had the wrong tyres delivered to them by [REDACTED].","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[REDACTED] themselves are really good and reliable but I would suggest they need to review some of the garages that they use for the fitting. I arrived early at the garage I used and waited 2 hours to have 4 tyres fitted. When asked if they had done the free tracking they said they knew nothing about it and that [REDACTED] tells them nothing. I felt like the garage begrudged fitting the tyres. I would use [REDACTED] again but would never go back to that garage again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Great service, mobile fitting of two rear tyres completed in a very short time at a very reasonable price","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"I had 4 new Yokohama Tyres which I had installed on 21st December. I brought the vehicle back to the fitting centre a couple of days later. As two of the tyres keep deflating, the fitting centre checked the tyres and could not find a puncture on either of the tyres. So there was no charge for this service, they did tighten the valves. I have had this problem ongoing ever since, and have had no response from [REDACTED].com I have emailed and tweeted them!!!Clearly two of these tyres must be faulty, and should be replaced by Balckcircles. I am hoping it is just a case that customer services have not had a chance to respond to any of my messages. Only time will tell!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Cant fault [REDACTED] but pick you fitter carefully as Jeffreys tyres in Warrington who I picked were poor. I booked an Am appointment via the [REDACTED] sit and duly turned up around 9 am to be told they couldn't even look at it until 12 and was asked to leave my car with them. I said i booked Am and was told they dont do appointments. Do i sail i will return at 12 and was again told they dont do appointments. Their fitting bay at this point had 1 car in and nobody waiting and their own website takes appointments. Ive used them for 20 years but never again. I will book through BC though and choose another fitter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Quick, reliable and cheap. Thanks","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The price and the fitting very good but I’m still waiting for my email receipt,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Easy service, good comparison for prices","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Good value & excellent service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Great tyres at competitive price.Would have scored five stars, but, it looks as though the front tyres will need rebalancing.I’ve used [REDACTED] before and are my preferred choice.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"Good deal on the tyres, was able to replace like for like at the same great price by going back to past orders. HiQ were excellent","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
